orderid,orderdate,shipmode,customerid,productid,category,subcategory,quantity,profit,discountpercentage,price
CA-2014-123477,2014-01-18,Second Class,DW-13195,OFF-AP-10000692,Office Supplies,Appliances,4,6.49,20,64.86
CA-2016-107790,2016-11-20,Standard Class,EH-13990,TEC-PH-10004539,Technology,Phones,1,13.23,20,151.19
CA-2017-158071,2017-06-10,Standard Class,BD-11320,TEC-PH-10002923,Technology,Phones,3,7.77,20,88.78
CA-2017-158071,2017-06-10,Standard Class,BD-11320,OFF-LA-10004689,Office Supplies,Labels,4,5.43,0,11.56
CA-2017-158071,2017-06-10,Standard Class,BD-11320,OFF-ST-10001228,Office Supplies,Storage,1,3.9,0,15.58
CA-2017-147403,2017-09-10,First Class,KH-16630,OFF-PA-10003302,Office Supplies,Paper,3,28.71,20,85.06
US-2017-136721,2017-04-08,Standard Class,NH-18610,FUR-FU-10004665,Furniture,Furnishings,2,71.23,0,273.96
US-2017-136721,2017-04-08,Standard Class,NH-18610,FUR-FU-10004188,Furniture,Furnishings,3,79.79,0,306.9
CA-2015-118738,2015-10-24,Standard Class,AG-10495,OFF-PA-10003177,Office Supplies,Paper,3,5.44,20,15.55
CA-2015-118738,2015-10-24,Standard Class,AG-10495,FUR-TA-10002607,Furniture,Tables,7,-69.47,30,347.36
CA-2015-118738,2015-10-24,Standard Class,AG-10495,OFF-PA-10001166,Office Supplies,Paper,2,3.63,20,10.37
CA-2017-134152,2017-05-27,Standard Class,RP-19855,TEC-AC-10004510,Technology,Accessories,6,9.82,0,98.16
CA-2017-134152,2017-05-27,Standard Class,RP-19855,OFF-AR-10004062,Office Supplies,Art,3,7.86,0,31.44
CA-2014-125542,2014-12-05,First Class,NB-18655,OFF-EN-10000056,Office Supplies,Envelopes,7,117.61,20,348.49
CA-2014-125542,2014-12-05,First Class,NB-18655,OFF-ST-10001469,Office Supplies,Storage,4,-30.23,20,172.74
CA-2016-136021,2016-08-14,Standard Class,JM-15580,OFF-PA-10000551,Office Supplies,Paper,3,7.61,0,15.54
CA-2016-136021,2016-08-14,Standard Class,JM-15580,TEC-MA-10000423,Technology,Machines,6,35.62,20,105.55
CA-2016-149195,2016-09-05,Second Class,DM-13525,OFF-PA-10001870,Office Supplies,Paper,5,9.07,20,25.92
CA-2016-149195,2016-09-05,Second Class,DM-13525,OFF-FA-10001843,Office Supplies,Fasteners,8,5.34,20,15.81
CA-2016-149195,2016-09-05,Second Class,DM-13525,OFF-PA-10002036,Office Supplies,Paper,2,3.76,20,10.37
CA-2017-161410,2017-06-26,Standard Class,CC-12220,TEC-PH-10001760,Technology,Phones,3,41.79,40,358.2
CA-2017-161410,2017-06-26,Standard Class,CC-12220,TEC-PH-10000673,Technology,Phones,14,72.79,40,545.92
CA-2017-152786,2017-03-12,Standard Class,GA-14725,OFF-BI-10000829,Office Supplies,Binders,9,18.59,0,40.41
CA-2017-164707,2017-02-18,Second Class,CV-12805,TEC-PH-10001924,Technology,Phones,3,10.5,20,167.98
CA-2017-164707,2017-02-18,Second Class,CV-12805,TEC-AC-10004864,Technology,Accessories,3,47.1,0,109.53
CA-2017-164707,2017-02-18,Second Class,CV-12805,OFF-LA-10004345,Office Supplies,Labels,2,4.81,0,9.82
CA-2017-163874,2017-11-10,Second Class,NC-18535,OFF-BI-10000088,Office Supplies,Binders,3,9.55,20,26.35
US-2014-123183,2014-11-19,Standard Class,GR-14560,OFF-LA-10002787,Office Supplies,Labels,6,10.8,0,22.5
US-2014-123183,2014-11-19,Standard Class,GR-14560,OFF-LA-10001569,Office Supplies,Labels,2,4.58,0,9.96
US-2014-123183,2014-11-19,Standard Class,GR-14560,OFF-BI-10002429,Office Supplies,Binders,7,102.28,0,213.08
US-2014-123183,2014-11-19,Standard Class,GR-14560,FUR-BO-10000362,Furniture,Bookcases,6,235.95,0,1025.88
CA-2014-104829,2014-11-18,Second Class,JG-15805,OFF-PA-10003016,Office Supplies,Paper,7,9.89,0,21.98
US-2016-147340,2016-09-24,Same Day,EB-13750,FUR-FU-10002501,Furniture,Furnishings,5,23.38,0,63.2
CA-2016-145492,2016-11-20,Standard Class,MC-17605,OFF-AP-10003622,Office Supplies,Appliances,12,11.31,0,39.0
CA-2016-163202,2016-09-27,Standard Class,BM-11650,OFF-BI-10002764,Office Supplies,Binders,3,-2.03,70,2.91
CA-2016-117681,2016-04-09,Standard Class,HF-14995,FUR-BO-10001798,Furniture,Bookcases,5,6.55,15,556.67
CA-2017-132262,2017-09-21,First Class,ML-18265,TEC-AC-10000158,Technology,Accessories,2,15.12,0,71.98
CA-2017-132262,2017-09-21,First Class,ML-18265,TEC-AC-10000303,Technology,Accessories,2,26.39,0,79.98
CA-2017-123043,2017-08-24,Standard Class,AH-10195,OFF-BI-10003910,Office Supplies,Binders,4,7.71,20,24.67
CA-2017-123043,2017-08-24,Standard Class,AH-10195,OFF-BI-10000138,Office Supplies,Binders,1,1.31,20,3.74
US-2016-143280,2016-02-22,Standard Class,TZ-21580,TEC-PH-10002398,Technology,Phones,5,55.75,20,445.96
US-2016-143280,2016-02-22,Standard Class,TZ-21580,TEC-AC-10003399,Technology,Accessories,1,15.22,0,36.24
US-2016-143280,2016-02-22,Standard Class,TZ-21580,OFF-FA-10000992,Office Supplies,Fasteners,3,5.01,0,10.65
CA-2017-108854,2017-12-08,Standard Class,DM-13345,OFF-PA-10003022,Office Supplies,Paper,4,40.44,0,87.92
CA-2017-108854,2017-12-08,Standard Class,DM-13345,OFF-BI-10002854,Office Supplies,Binders,1,8.41,20,22.42
CA-2017-108854,2017-12-08,Standard Class,DM-13345,OFF-BI-10001670,Office Supplies,Binders,3,33.93,20,90.48
CA-2017-108854,2017-12-08,Standard Class,DM-13345,OFF-ST-10001837,Office Supplies,Storage,1,11.12,0,42.76
CA-2017-166856,2017-09-18,Standard Class,TS-21505,OFF-BI-10002012,Office Supplies,Binders,7,3.53,20,10.08
CA-2017-166856,2017-09-18,Standard Class,TS-21505,TEC-AC-10004992,Technology,Accessories,3,8.11,0,101.34
CA-2016-153157,2016-09-11,First Class,TB-21625,TEC-PH-10003171,Technology,Phones,5,62.93,0,224.75
US-2017-125647,2017-09-23,Standard Class,LC-16870,OFF-AP-10000390,Office Supplies,Appliances,6,-197.58,80,73.18
US-2017-125647,2017-09-23,Standard Class,LC-16870,OFF-PA-10004888,Office Supplies,Paper,4,7.26,20,20.74
US-2017-125647,2017-09-23,Standard Class,LC-16870,TEC-PH-10004188,Technology,Phones,2,-9.0,20,39.98
CA-2014-132542,2014-10-06,Second Class,AM-10360,OFF-BI-10004099,Office Supplies,Binders,2,7.68,0,15.36
CA-2015-110877,2015-10-23,First Class,JE-15715,OFF-PA-10004621,Office Supplies,Paper,7,12.7,20,36.29
CA-2015-110877,2015-10-23,First Class,JE-15715,TEC-PH-10002103,Technology,Phones,2,15.04,20,150.38
US-2016-151827,2016-03-31,Second Class,CS-11950,TEC-PH-10002789,Technology,Phones,3,-60.84,40,280.78
US-2016-151827,2016-03-31,Second Class,CS-11950,TEC-AC-10003289,Technology,Accessories,2,1.2,20,31.98
US-2016-163258,2016-12-29,Standard Class,PF-19225,OFF-BI-10000138,Office Supplies,Binders,3,3.93,20,11.23
CA-2017-103009,2017-11-03,Second Class,PJ-18835,OFF-PA-10001215,Office Supplies,Paper,5,11.88,0,26.4
US-2017-120649,2017-01-20,Standard Class,JF-15490,OFF-AR-10001545,Office Supplies,Art,2,1.02,0,3.52
CA-2016-153598,2016-12-03,First Class,NM-18520,TEC-AC-10003870,Technology,Accessories,5,659.98,0,1649.95
CA-2016-153598,2016-12-03,First Class,NM-18520,FUR-FU-10001085,Furniture,Furnishings,6,51.47,0,111.9
US-2016-108497,2016-06-14,Same Day,MH-17290,FUR-BO-10004218,Furniture,Bookcases,5,35.25,15,599.17
CA-2016-113096,2016-09-02,First Class,SZ-20035,OFF-ST-10003455,Office Supplies,Storage,3,12.1,0,46.53
CA-2014-136861,2014-09-05,First Class,PR-18880,FUR-FU-10001967,Furniture,Furnishings,2,2.0,20,31.98
CA-2017-117422,2017-10-21,Standard Class,FC-14245,OFF-AP-10000938,Office Supplies,Appliances,2,16.16,20,161.57
CA-2017-117422,2017-10-21,Standard Class,FC-14245,OFF-PA-10002195,Office Supplies,Paper,1,1.37,20,4.06
CA-2017-117422,2017-10-21,Standard Class,FC-14245,OFF-BI-10002799,Office Supplies,Binders,4,-4.97,70,6.22
CA-2017-129707,2017-04-25,Standard Class,LH-16750,OFF-AR-10000246,Office Supplies,Art,4,0.67,20,8.9
CA-2015-160171,2015-10-19,Standard Class,RM-19675,OFF-AP-10000275,Office Supplies,Appliances,5,459.4,0,1640.7
CA-2015-160171,2015-10-19,Standard Class,RM-19675,TEC-AC-10000892,Technology,Accessories,3,97.2,0,270.0
CA-2014-103317,2014-07-05,First Class,DM-13525,FUR-FU-10001591,Furniture,Furnishings,2,5.37,20,19.52
CA-2014-103317,2014-07-05,First Class,DM-13525,OFF-BI-10001787,Office Supplies,Binders,5,-6.87,70,9.81
CA-2014-103317,2014-07-05,First Class,DM-13525,FUR-FU-10003192,Furniture,Furnishings,3,15.99,20,213.22
CA-2016-167115,2016-04-04,Standard Class,EH-14185,OFF-BI-10004600,Office Supplies,Binders,2,184.0,20,588.78
US-2017-153633,2017-11-13,Second Class,TC-21295,OFF-AR-10002335,Office Supplies,Art,1,0.15,20,2.06
CA-2017-155929,2017-09-09,Standard Class,AI-10855,OFF-PA-10000859,Office Supplies,Paper,2,2.39,20,6.37
CA-2015-148712,2015-04-17,Standard Class,JM-15535,TEC-AC-10003198,Technology,Accessories,1,36.85,0,99.6
CA-2015-148712,2015-04-17,Standard Class,JM-15535,OFF-BI-10001900,Office Supplies,Binders,13,21.02,20,62.3
CA-2015-148712,2015-04-17,Standard Class,JM-15535,OFF-AR-10000614,Office Supplies,Art,3,2.78,0,10.71
CA-2016-128307,2016-07-25,Standard Class,BE-11335,OFF-EN-10003040,Office Supplies,Envelopes,1,7.07,20,20.94
US-2016-127425,2016-08-26,Standard Class,DR-12880,TEC-PH-10003442,Technology,Phones,6,8.25,0,33.0
US-2016-127425,2016-08-26,Standard Class,DR-12880,TEC-AC-10002800,Technology,Accessories,5,87.48,0,249.95
US-2014-119081,2014-09-12,Standard Class,TA-21385,OFF-SU-10000157,Office Supplies,Supplies,3,7.16,0,357.93
US-2014-119081,2014-09-12,Standard Class,TA-21385,TEC-AC-10001542,Technology,Accessories,5,10.91,0,57.4
US-2014-119081,2014-09-12,Standard Class,TA-21385,OFF-BI-10004519,Office Supplies,Binders,2,149.38,0,331.96
US-2014-119081,2014-09-12,Standard Class,TA-21385,FUR-FU-10003464,Furniture,Furnishings,2,12.98,0,40.56
CA-2016-140613,2016-07-22,Standard Class,KN-16705,OFF-SU-10004261,Office Supplies,Supplies,5,25.0,0,86.2
US-2017-108700,2017-05-19,Standard Class,PJ-18835,OFF-PA-10004733,Office Supplies,Paper,6,13.78,20,38.02
CA-2017-160962,2017-04-28,Standard Class,MC-17605,OFF-ST-10001325,Office Supplies,Storage,1,0.73,20,8.38
CA-2017-160962,2017-04-28,Standard Class,MC-17605,OFF-AR-10003056,Office Supplies,Art,2,0.77,20,6.85
CA-2017-130631,2017-12-29,Standard Class,BS-11755,OFF-FA-10000089,Office Supplies,Fasteners,5,9.6,0,19.6
CA-2017-130631,2017-12-29,Standard Class,BS-11755,FUR-FU-10004093,Furniture,Furnishings,2,20.54,0,68.46
CA-2017-116680,2017-09-04,Second Class,PK-19075,OFF-BI-10004022,Office Supplies,Binders,6,4.34,20,13.34
CA-2017-116680,2017-09-04,Second Class,PK-19075,FUR-TA-10001771,Furniture,Tables,8,92.39,20,1478.27
US-2014-107405,2014-03-21,Standard Class,TS-21205,OFF-ST-10002301,Office Supplies,Storage,1,-3.86,20,16.27
CA-2017-101574,2017-09-28,Standard Class,BD-11725,FUR-FU-10001706,Furniture,Furnishings,3,4.44,0,9.24
CA-2014-146591,2014-01-19,First Class,TS-21340,OFF-BI-10003676,Office Supplies,Binders,10,-23.72,70,32.34
CA-2014-146591,2014-01-19,First Class,TS-21340,OFF-PA-10000659,Office Supplies,Paper,4,19.62,20,56.06
CA-2014-146591,2014-01-19,First Class,TS-21340,OFF-EN-10002504,Office Supplies,Envelopes,5,36.69,20,108.72
CA-2014-146591,2014-01-19,First Class,TS-21340,FUR-BO-10001972,Furniture,Bookcases,5,-320.6,70,181.47
CA-2014-107706,2014-02-14,Second Class,ST-20530,OFF-PA-10000466,Office Supplies,Paper,3,6.07,20,16.18
CA-2016-122448,2016-06-09,Standard Class,DB-13210,FUR-CH-10002774,Furniture,Chairs,3,13.76,20,122.35
CA-2014-132451,2014-09-26,First Class,KF-16285,FUR-CH-10000454,Furniture,Chairs,3,73.19,20,585.55
CA-2014-132451,2014-09-26,First Class,KF-16285,OFF-PA-10004888,Office Supplies,Paper,3,9.33,0,19.44
CA-2016-158547,2016-05-30,Standard Class,JM-16195,OFF-AP-10003842,Office Supplies,Appliances,5,9.29,20,123.92
CA-2017-116946,2017-12-19,Standard Class,TS-21505,FUR-FU-10000320,Furniture,Furnishings,5,4.01,20,13.36
CA-2017-116946,2017-12-19,Standard Class,TS-21505,OFF-ST-10002554,Office Supplies,Storage,2,-17.61,20,78.26
CA-2017-116946,2017-12-19,Standard Class,TS-21505,FUR-BO-10000468,Furniture,Bookcases,7,-183.63,70,102.02
CA-2017-121741,2017-12-26,Same Day,YC-21895,OFF-ST-10004459,Office Supplies,Storage,2,37.53,0,750.68
CA-2017-169691,2017-06-15,First Class,Dp-13240,OFF-LA-10002312,Office Supplies,Labels,3,22.2,0,44.4
CA-2017-169691,2017-06-15,First Class,Dp-13240,OFF-ST-10001291,Office Supplies,Storage,5,22.83,0,84.55
CA-2017-169691,2017-06-15,First Class,Dp-13240,OFF-PA-10003022,Office Supplies,Paper,3,8.79,0,17.94
CA-2016-121356,2016-11-20,Standard Class,SJ-20500,OFF-BI-10002133,Office Supplies,Binders,3,62.92,0,128.4
CA-2014-101770,2014-03-31,Standard Class,KB-16240,OFF-BI-10001097,Office Supplies,Binders,1,-1.31,70,1.87
CA-2017-105487,2017-10-08,Standard Class,CS-12250,TEC-PH-10001336,Technology,Phones,1,11.61,20,103.19
CA-2017-105487,2017-10-08,Standard Class,CS-12250,TEC-AC-10002305,Technology,Accessories,2,6.48,0,36.0
CA-2017-105487,2017-10-08,Standard Class,CS-12250,TEC-AC-10003610,Technology,Accessories,4,115.18,0,239.96
CA-2017-105487,2017-10-08,Standard Class,CS-12250,OFF-ST-10002301,Office Supplies,Storage,2,0.41,0,40.68
CA-2017-148999,2017-01-30,Standard Class,EB-13870,FUR-CH-10002044,Furniture,Chairs,4,-68.11,20,419.14
CA-2014-107573,2014-12-12,Standard Class,PB-19150,OFF-EN-10001099,Office Supplies,Envelopes,3,7.63,20,23.47
CA-2015-156608,2015-10-24,Standard Class,MT-18070,OFF-BI-10004140,Office Supplies,Binders,4,-6.29,80,3.59
CA-2017-134495,2017-04-01,Second Class,BF-11020,TEC-PH-10004897,Technology,Phones,3,-5.69,20,23.98
CA-2017-134495,2017-04-01,Second Class,BF-11020,OFF-LA-10000262,Office Supplies,Labels,3,2.04,20,6.26
CA-2017-134495,2017-04-01,Second Class,BF-11020,OFF-AP-10002222,Office Supplies,Appliances,3,1.82,20,20.81
CA-2017-134495,2017-04-01,Second Class,BF-11020,FUR-CH-10003774,Furniture,Chairs,3,-19.11,20,218.35
CA-2017-164098,2017-01-26,First Class,CG-12520,OFF-ST-10000615,Office Supplies,Storage,2,1.82,20,18.16
CA-2014-105249,2014-11-28,Same Day,DH-13675,OFF-SU-10001225,Office Supplies,Supplies,2,0.15,0,7.36
CA-2014-105249,2014-11-28,Same Day,DH-13675,OFF-LA-10002043,Office Supplies,Labels,4,19.87,0,41.4
CA-2014-105249,2014-11-28,Same Day,DH-13675,FUR-BO-10000330,Furniture,Bookcases,4,-4.84,15,411.33
CA-2015-113523,2015-09-04,Standard Class,SC-20440,OFF-BI-10001249,Office Supplies,Binders,4,-6.12,70,7.66
CA-2017-117821,2017-06-12,Standard Class,HG-15025,TEC-AC-10004469,Technology,Accessories,2,19.18,20,63.92
CA-2017-164378,2017-07-15,Second Class,MM-18055,OFF-AR-10001177,Office Supplies,Art,2,1.9,0,6.56
CA-2017-164378,2017-07-15,Second Class,MM-18055,OFF-LA-10000634,Office Supplies,Labels,3,3.6,0,7.83
CA-2017-164378,2017-07-15,Second Class,MM-18055,TEC-AC-10004708,Technology,Accessories,2,8.8,0,41.9
CA-2017-164378,2017-07-15,Second Class,MM-18055,FUR-CH-10002084,Furniture,Chairs,6,88.55,10,664.15
CA-2017-164378,2017-07-15,Second Class,MM-18055,OFF-PA-10004519,Office Supplies,Paper,2,4.39,0,8.96
CA-2017-127782,2017-11-02,Standard Class,TH-21115,FUR-FU-10001847,Furniture,Furnishings,1,0.66,20,3.31
CA-2017-127782,2017-11-02,Standard Class,TH-21115,OFF-AP-10001962,Office Supplies,Appliances,3,1.26,20,20.14
CA-2017-127782,2017-11-02,Standard Class,TH-21115,OFF-EN-10003845,Office Supplies,Envelopes,3,2.88,20,8.86
CA-2017-127782,2017-11-02,Standard Class,TH-21115,TEC-PH-10001817,Technology,Phones,4,-186.16,40,859.2
US-2016-162026,2016-10-08,Same Day,JE-15745,OFF-PA-10000167,Office Supplies,Paper,2,27.88,0,61.96
CA-2016-150000,2016-04-08,Standard Class,PG-18820,OFF-EN-10002973,Office Supplies,Envelopes,4,8.6,0,17.92
CA-2015-168529,2015-10-08,Standard Class,MB-17305,FUR-FU-10001588,Furniture,Furnishings,5,62.74,0,145.9
US-2017-152569,2017-05-15,Standard Class,JD-16015,OFF-PA-10001736,Office Supplies,Paper,2,19.14,20,56.7
US-2017-152569,2017-05-15,Standard Class,JD-16015,TEC-PH-10002185,Technology,Phones,2,3.48,20,11.12
US-2014-137680,2014-02-24,Standard Class,JH-15430,OFF-PA-10000174,Office Supplies,Paper,4,11.1,20,32.9
US-2014-137680,2014-02-24,Standard Class,JH-15430,OFF-PA-10000069,Office Supplies,Paper,3,7.69,20,22.78
CA-2015-103177,2015-05-30,First Class,EN-13780,TEC-PH-10001795,Technology,Phones,3,2.4,0,239.97
CA-2015-103177,2015-05-30,First Class,EN-13780,OFF-AP-10004540,Office Supplies,Appliances,2,44.89,0,160.32
CA-2015-103177,2015-05-30,First Class,EN-13780,TEC-PH-10001527,Technology,Phones,3,3.87,0,128.85
US-2016-138408,2016-11-18,Second Class,KC-16255,TEC-AC-10003870,Technology,Accessories,4,527.98,0,1319.96
CA-2017-117667,2017-12-04,Standard Class,MS-17980,FUR-CH-10004540,Furniture,Chairs,10,-10.28,30,239.96
CA-2017-117667,2017-12-04,Standard Class,MS-17980,FUR-FU-10004093,Furniture,Furnishings,2,6.85,20,54.77
CA-2017-117667,2017-12-04,Standard Class,MS-17980,OFF-AR-10000716,Office Supplies,Art,3,3.18,20,13.39
CA-2017-117667,2017-12-04,Standard Class,MS-17980,OFF-PA-10002709,Office Supplies,Paper,5,8.67,20,23.92
CA-2017-117667,2017-12-04,Standard Class,MS-17980,TEC-AC-10000580,Technology,Accessories,4,-28.8,20,255.97
CA-2016-110982,2016-06-05,First Class,CK-12205,OFF-BI-10000829,Office Supplies,Binders,6,7.0,20,21.55
CA-2016-110982,2016-06-05,First Class,CK-12205,OFF-AP-10004859,Office Supplies,Appliances,4,15.72,0,58.24
CA-2016-147123,2016-12-10,First Class,SJ-20125,OFF-PA-10000575,Office Supplies,Paper,12,36.93,0,80.28
CA-2017-154501,2017-04-30,Standard Class,EA-14035,OFF-AR-10002804,Office Supplies,Art,2,4.01,0,9.78
CA-2017-166933,2017-04-24,Standard Class,MG-17890,OFF-FA-10002676,Office Supplies,Fasteners,1,0.65,0,1.81
CA-2015-142055,2015-05-08,First Class,AB-10255,OFF-PA-10003465,Office Supplies,Paper,2,18.21,0,37.94
CA-2015-137106,2015-03-31,Standard Class,SC-20260,TEC-PH-10000011,Technology,Phones,5,27.99,20,79.96
CA-2017-136609,2017-08-06,Standard Class,TB-21355,OFF-PA-10004381,Office Supplies,Paper,3,40.35,20,115.3
CA-2017-160885,2017-12-02,Standard Class,JK-16090,TEC-PH-10001795,Technology,Phones,4,743.99,0,2479.96
US-2016-167472,2016-06-06,First Class,CK-12595,TEC-AC-10001109,Technology,Accessories,6,75.57,0,179.94
US-2016-167472,2016-06-06,First Class,CK-12595,TEC-AC-10003038,Technology,Accessories,3,5.1,0,26.85
US-2016-167472,2016-06-06,First Class,CK-12595,TEC-AC-10003174,Technology,Accessories,3,129.35,0,323.37
US-2016-167472,2016-06-06,First Class,CK-12595,OFF-PA-10000157,Office Supplies,Paper,3,28.17,0,59.94
US-2016-167472,2016-06-06,First Class,CK-12595,OFF-BI-10001721,Office Supplies,Binders,3,30.79,0,64.14
US-2016-167472,2016-06-06,First Class,CK-12595,OFF-BI-10000591,Office Supplies,Binders,3,5.6,0,11.67
US-2016-167472,2016-06-06,First Class,CK-12595,OFF-PA-10001534,Office Supplies,Paper,2,6.22,0,12.96
CA-2015-120551,2015-04-13,Standard Class,SS-20590,OFF-BI-10002071,Office Supplies,Binders,3,8.02,0,17.43
US-2017-150595,2017-05-22,Standard Class,LE-16810,FUR-CH-10000513,Furniture,Chairs,2,-54.6,30,181.99
US-2017-150595,2017-05-22,Standard Class,LE-16810,OFF-BI-10003274,Office Supplies,Binders,2,-2.63,80,1.59
US-2017-150595,2017-05-22,Standard Class,LE-16810,OFF-SU-10000381,Office Supplies,Supplies,3,2.51,20,22.34
CA-2016-134936,2016-12-19,Standard Class,ES-14080,FUR-TA-10001086,Furniture,Tables,6,-218.87,50,455.97
CA-2016-134936,2016-12-19,Standard Class,ES-14080,OFF-BI-10000174,Office Supplies,Binders,6,-7.66,70,10.44
CA-2016-134936,2016-12-19,Standard Class,ES-14080,OFF-BI-10002103,Office Supplies,Binders,2,-4.17,70,5.21
CA-2017-102967,2017-09-22,Standard Class,MG-17890,OFF-ST-10001590,Office Supplies,Storage,5,17.52,0,67.4
CA-2017-151008,2017-09-07,First Class,JM-16195,FUR-FU-10002396,Furniture,Furnishings,2,10.57,0,25.16
CA-2017-151008,2017-09-07,First Class,JM-16195,TEC-PH-10002807,Technology,Phones,4,47.46,20,126.56
CA-2014-159800,2014-11-28,First Class,SG-20470,OFF-AP-10004859,Office Supplies,Appliances,3,11.79,0,43.68
CA-2014-159800,2014-11-28,First Class,SG-20470,TEC-AC-10003447,Technology,Accessories,7,34.98,0,139.93
US-2014-159618,2014-11-12,Standard Class,DB-12970,OFF-AR-10003183,Office Supplies,Art,1,0.33,20,2.67
US-2014-159618,2014-11-12,Standard Class,DB-12970,OFF-SU-10000432,Office Supplies,Supplies,6,-3.12,20,16.66
US-2014-159618,2014-11-12,Standard Class,DB-12970,TEC-AC-10003832,Technology,Accessories,3,20.87,20,79.51
US-2014-159618,2014-11-12,Standard Class,DB-12970,OFF-PA-10004100,Office Supplies,Paper,7,12.7,20,36.29
US-2014-159618,2014-11-12,Standard Class,DB-12970,FUR-BO-10004467,Furniture,Bookcases,1,-13.0,32,67.99
CA-2017-116113,2017-10-02,Second Class,JW-15220,FUR-FU-10002963,Furniture,Furnishings,2,3.45,0,10.16
CA-2015-125066,2015-12-14,Standard Class,KD-16495,FUR-FU-10003829,Furniture,Furnishings,2,1.97,0,6.16
CA-2015-125066,2015-12-14,Standard Class,KD-16495,OFF-AR-10003582,Office Supplies,Art,2,15.76,0,56.3
US-2015-114741,2015-12-06,Standard Class,IL-15100,OFF-PA-10000048,Office Supplies,Paper,1,3.11,0,6.48
US-2015-114741,2015-12-06,Standard Class,IL-15100,OFF-ST-10000078,Office Supplies,Storage,5,238.65,0,1325.85
US-2015-114741,2015-12-06,Standard Class,IL-15100,OFF-LA-10004853,Office Supplies,Labels,3,6.87,0,14.94
CA-2017-133263,2017-03-31,Second Class,JE-15610,OFF-BI-10001153,Office Supplies,Binders,1,17.27,0,34.54
CA-2017-133263,2017-03-31,Second Class,JE-15610,TEC-CO-10001449,Technology,Copiers,5,1439.98,0,2999.95
CA-2017-133263,2017-03-31,Second Class,JE-15610,OFF-BI-10000474,Office Supplies,Binders,4,30.78,0,64.12
CA-2017-157966,2017-03-13,Same Day,SU-20665,OFF-AR-10000799,Office Supplies,Art,4,2.19,20,19.46
CA-2017-157966,2017-03-13,Same Day,SU-20665,TEC-MA-10002109,Technology,Machines,2,9.0,30,209.99
CA-2017-157966,2017-03-13,Same Day,SU-20665,OFF-AR-10003338,Office Supplies,Art,5,1.86,20,29.76
CA-2017-157966,2017-03-13,Same Day,SU-20665,FUR-CH-10003606,Furniture,Chairs,1,-2.56,30,89.77
CA-2017-157966,2017-03-13,Same Day,SU-20665,TEC-CO-10001449,Technology,Copiers,2,335.99,20,959.98
CA-2017-157966,2017-03-13,Same Day,SU-20665,OFF-PA-10001934,Office Supplies,Paper,3,5.64,20,15.55
CA-2017-157966,2017-03-13,Same Day,SU-20665,TEC-PH-10001527,Technology,Phones,1,-7.3,20,34.36
CA-2014-151162,2014-12-05,Standard Class,EA-14035,OFF-PA-10001033,Office Supplies,Paper,3,35.66,20,98.38
CA-2014-151162,2014-12-05,Standard Class,EA-14035,OFF-BI-10003719,Office Supplies,Binders,4,-23.95,70,29.94
CA-2014-151162,2014-12-05,Standard Class,EA-14035,OFF-PA-10003036,Office Supplies,Paper,3,5.68,20,17.47
CA-2014-151162,2014-12-05,Standard Class,EA-14035,TEC-PH-10001870,Technology,Phones,1,-9.18,40,36.74
CA-2014-151162,2014-12-05,Standard Class,EA-14035,TEC-PH-10001809,Technology,Phones,2,-44.99,40,179.94
CA-2016-136686,2016-12-12,Standard Class,RF-19840,FUR-FU-10004864,Furniture,Furnishings,6,122.76,0,383.64
CA-2016-136686,2016-12-12,Standard Class,RF-19840,OFF-AP-10002350,Office Supplies,Appliances,3,15.83,0,56.52
CA-2017-137498,2017-09-09,Second Class,LC-17050,OFF-AR-10003829,Office Supplies,Art,2,1.9,0,6.56
CA-2017-137498,2017-09-09,Second Class,LC-17050,FUR-CH-10003833,Furniture,Chairs,5,-15.25,20,243.92
CA-2017-137498,2017-09-09,Second Class,LC-17050,OFF-PA-10000143,Office Supplies,Paper,9,22.81,0,47.52
CA-2017-163818,2017-10-04,Standard Class,PS-18970,FUR-FU-10000076,Furniture,Furnishings,1,8.59,0,19.98
CA-2016-161158,2016-05-09,Standard Class,PS-18970,OFF-AR-10000462,Office Supplies,Art,5,3.44,0,8.0
CA-2014-116673,2014-12-15,Second Class,JO-15280,FUR-FU-10003829,Furniture,Furnishings,2,1.97,0,6.16
CA-2017-105333,2017-11-30,Standard Class,VP-21730,OFF-ST-10002182,Office Supplies,Storage,4,1.67,0,83.56
CA-2017-105333,2017-11-30,Standard Class,VP-21730,TEC-PH-10001468,Technology,Phones,3,163.82,0,546.06
CA-2017-105333,2017-11-30,Standard Class,VP-21730,OFF-ST-10001809,Office Supplies,Storage,3,5.39,0,269.49
CA-2015-149993,2015-03-19,First Class,GA-14725,OFF-FA-10001561,Office Supplies,Fasteners,5,3.6,0,10.9
CA-2014-168158,2014-07-19,Standard Class,EM-14140,OFF-BI-10001759,Office Supplies,Binders,2,2.21,20,6.1
CA-2016-115224,2016-12-08,Second Class,DB-13615,OFF-ST-10000615,Office Supplies,Storage,3,9.53,0,34.05
CA-2016-115224,2016-12-08,Second Class,DB-13615,OFF-ST-10003816,Office Supplies,Storage,2,81.05,0,352.38
CA-2014-164742,2014-10-13,Second Class,ML-17395,FUR-CH-10002880,Furniture,Chairs,2,27.06,0,245.98
CA-2014-164742,2014-10-13,Second Class,ML-17395,OFF-BI-10004738,Office Supplies,Binders,1,9.47,0,18.94
